"id","printed","normalized","host","pdfPageStart","pdfPageEnd","printedPage","chapter","nearbyProject","contextClassification","nearbyText","sourceLineIndex"
"URL-OCC-0371","http://www.mises.org/fullstory.asp?control=1473","http://www.mises.org/fullstory.asp?control=1473","","222","222","207","7 - Creating an Intellectual Commons through Open Access","www.mises.org","repository / archive / digital library","to the Ludwig von Mises Institute blog, http://www.mises.org/blog/archives/ why_we_put_books_online_001698.asp; later turned into an article, “Books, Online and Off,” Ludwig von Mises Institute (March 22, 2004), http://www .mises.org/fullstory.asp?control=1473. Creating an Intellectual Commons through Open Access 207","43"
"URL-OCC-0372","http://www.baen.com/library/","http://www.baen.com/library/","","223","223","208","Front matter or interstitial","www.baen.com","project / organization homepage","69. Baen Free Library, http://www.baen.com/library/. Also see Eric Flint's expla- nation of Baen's business model and success, “Prime Palaver #6” (April 15, 2002), http://www.baen.com/library/palaver6.htm.","1"
"URL-OCC-0373","http://www.baen.com/library/palaver6.htm","http://www.baen.com/library/palaver6.htm","","223","223","208","Front matter or interstitial","www.baen.com","project / organization homepage","69. Baen Free Library, http://www.baen.com/library/. Also see Eric Flint's expla- nation of Baen's business model and success, “Prime Palaver #6” (April 15, 2002), http://www.baen.com/library/palaver6.htm. 70. See the Search Inside the Book home page, http://www.amazon.com/exec/ obidos/tg/browse/-/10197021/002-8790426-8727260. Also see Amazon press","3"
"URL-OCC-0374","http://www.amazon.com/exec/obidos/tg/browse/-/10197021/002-8790426-8727260","http://www.amazon.com/exec/obidos/tg/browse/-/10197021/002-8790426-8727260","","223","223","208","Front matter or interstitial","www.amazon.com","project / organization homepage","nation of Baen's business model and success, “Prime Palaver #6” (April 15, 2002), http://www.baen.com/library/palaver6.htm. 70. See the Search Inside the Book home page, http://www.amazon.com/exec/ obidos/tg/browse/-/10197021/002-8790426-8727260. Also see Amazon press release, http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=IROL-NewsText &t=Regular&id=462057& (October 23, 2003), and FAQ, http://www","4"
"URL-OCC-0375","http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=IROL-NewsText&t=Regular&id=462057&","http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=IROL-NewsText&t=Regular&id=462057&","","223","223","208","Front matter or interstitial","phx.corporate-ir.net","web resource","70. See the Search Inside the Book home page, http://www.amazon.com/exec/ obidos/tg/browse/-/10197021/002-8790426-8727260. Also see Amazon press release, http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=IROL-NewsText &t=Regular&id=462057& (October 23, 2003), and FAQ, http://www .amazon.com/exec/obidos/tg/browse/-/10197041/002-2808347-4161631. 208","6"
"URL-OCC-0376","http://www.amazon.com/exec/obidos/tg/browse/-/10197041/002-2808347-4161631","http://www.amazon.com/exec/obidos/tg/browse/-/10197041/002-2808347-4161631","","223","223","208","Front matter or interstitial","www.amazon.com","web resource","obidos/tg/browse/-/10197021/002-8790426-8727260. Also see Amazon press release, http://phx.corporate-ir.net/phoenix.zhtml?c=97664&p=IROL-NewsText &t=Regular&id=462057& (October 23, 2003), and FAQ, http://www .amazon.com/exec/obidos/tg/browse/-/10197041/002-2808347-4161631. 208 Peter Suber","7"
"URL-OCC-0377","sandiegodialogue.org","sandiegodialogue.org","","277","277","262","9 - Collective Action, Civic Engagement, and the Knowledge Commons","sandiegodialogue.org","project / organization homepage","very useful to create interdisciplinary publications or websites devoted to metropolitan areas. An example is San Diego Dialogue (www .sandiegodialogue.org), which the University of California at San Diego supports by providing sophisticated research studies. Such work can be peer-reviewed and highly selective. Nevertheless, I think almost all aca-","19"
"URL-OCC-0378","www.earthforce.org/resources.cfm","www.earthforce.org/resources.cfm","","284","284","269","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.earthforce.org","article / report / publication","tionnaires, and focus groups (but no comparison groups or testlike assessments). See “2001–2002 Earth Force Evaluation: Program Implementation and Impacts,” www.earthforce.org/resources.cfm. There were many positive changes in self-reported skills, knowledge, and attitudes over the course of the program, and teachers were favorable. However, the participants became less likely over","26"
"URL-OCC-0379","www.democracycollaborative.org/publications/reports/","www.democracycollaborative.org/publications/reports/","","284","284","269","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.democracycollaborative.org","article / report / publication","(April 2002), www.democracycollaborative.org/ publications/reports/; Harry Boyte and Paul Resnick, with Peter Levine, Robert Collective Action, Civic Engagement, and the Knowledge Commons 269","46"
"URL-OCC-0380","www.si.umich.edu/~presnick/papers/civicextension/","www.si.umich.edu/~presnick/papers/civicextension/","","285","285","270","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.si.umich.edu","article / report / publication","Wachbroit, and Lew Friedland, “White Paper: Civic Extension for the Informa- tion Age” (draft of July 23, 2001), www.si.umich.edu/~presnick/papers/ civicextension/. 8. Ostrom and Hess, chapter 3, this volume. 9. Suber, chapter 7, this volume.","2"
"URL-OCC-0381","http://216.36.193.92/ec/n3.html","http://216.36.193.92/ec/n3.html","","285","285","270","9 - Collective Action, Civic Engagement, and the Knowledge Commons","216.36.193.92","project / organization homepage",", where n is the number of users) and Reed's Law (the value is even higher, because of the potential number of n-person groups, each of which can potentially communicate with other groups within the network), see http:// 216.36.193.92/ec/n3.html. 14. Peter Levine, “A Movement for the Commons?”, Responsive Community 13/4 (fall 2003): 28–39; “Building the E-Commons,” Good Society 11/3 (2003):","15"
"URL-OCC-0382","TomPaine.com","TomPaine.com","","285","285","270","9 - Collective Action, Civic Engagement, and the Knowledge Commons","tompaine.com","article / report / publication","tion, 2001), 58. 20. Jeffrey Chester, “The Death of the Internet: How Industry Intends to Kill The ‘Net as We Know It,” TomPaine.com (October 24, 2002). 21. Elinor Ostrom, “Collective Action and the Evolution of Social Norms,” Journal of Economic Perspectives 14/3 (summer 2000): 150.","32"
"URL-OCC-0383","http://www.childtrendsdatabank.org/family/school/32ReligiousServices.htm","http://www.childtrendsdatabank.org/family/school/32ReligiousServices.htm","","286","286","271","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.childtrendsdatabank.org","article / report / publication","attention to public affairs in 1966; just 5.1 percent said so in 2000 (American National Election Study, author's tabulation). 30. Monitoring the Future data analyzed by Child Trends (http://www .childtrendsdatabank.org/family/school/32ReligiousServices.htm). 31. M. Kent Jennings and Lara Stocker, “Generations and Civic Engagement: A Longitudinal Multiple-Generational Analysis” (unpublished paper, 2001).","23"
"URL-OCC-0384","www.bsos.umd.edu/gvpt/uslaner/uslanerexeter.pdf","www.bsos.umd.edu/gvpt/uslaner/uslanerexeter.pdf","","286","286","271","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.bsos.umd.edu","article / report / publication","545–565. 34. Eric M. Uslaner, “Trust as a Moral Value” (forthcoming in Dario Cas- tiglione, ed., Social Capital), www.bsos.umd.edu/gvpt/uslaner/uslanerexeter.pdf. 35. Ostrom, “The Need for Civic Education,” 1–2. 36. The claim that association life has declined is complicated by the fact that","35"
"URL-OCC-0385","epaa.asu.edu/epaa/v8n4.html","epaa.asu.edu/epaa/v8n4.html","","287","287","272","9 - Collective Action, Civic Engagement, and the Knowledge Commons","epaa.asu.edu","repository / archive / digital library","of the Track(ing),” revised version of Warschauer, “Technology and School Reform: A View from Both Sides of the Track,” Education Policy Analysis Archives 8/4 (2000), epaa.asu.edu/epaa/v8n4.html. 45. National Assessment of Educational Progress (NAEP) Mathematics Assess- ment, 1996, analyzed by Harold Wenglinsky, Does It Compute? The Relation-","25"
"URL-OCC-0386","www.compact.org/civic/Wingspread/Wingspread.html","www.compact.org/civic/Wingspread/Wingspread.html","","287","287","272","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.compact.org","initiative / declaration / policy","46. For the mission, see Harry Boyte and Elizabeth Hollander, “Wingspread Declaration on the Civic Responsibilites of Research Universities” (Providence, RI: Campus Compact, 1999; www.compact.org/civic/Wingspread/Wingspread .html) and Carnegie Foundation for the Advancement of Teaching and CIRCLE, “Higher Education: Civic Mission and Civic Effects” (College Park, MD, 2006; http://www.civicyouth.org/research/areas/higher_ed.htm). For the criticism of","36"
"URL-OCC-0387","http://www.civicyouth.org/research/areas/higher_ed.htm","http://www.civicyouth.org/research/areas/higher_ed.htm","","287","287","272","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.civicyouth.org","educational / reference resource",".html) and Carnegie Foundation for the Advancement of Teaching and CIRCLE, “Higher Education: Civic Mission and Civic Effects” (College Park, MD, 2006; http://www.civicyouth.org/research/areas/higher_ed.htm). For the criticism of current practice, see, e.g., Eyal Press and Jennifer Washburn,” The Kept Uni- versity,” Atlantic Monthly 285/3 (March 2000): 39–54.","39"
"URL-OCC-0388","Republic.com","Republic.com","","288","288","273","9 - Collective Action, Civic Engagement, and the Knowledge Commons","republic.com","project / organization homepage","offspring to live there as well) and, thus, do not heavily discount the future” (“Type of Goods and Collective Action,” 27). 53. In Republic.com (Princeton, NJ: Princeton University Press, 2001), Cass Sun- stein claims that the Internet allows people to choose news and opinion that already interest them, while filtering out views and facts that they find uncon-","21"
"URL-OCC-0389","web.mit.edu/marshall/www/papers/CyberBalkans.pdf","web.mit.edu/marshall/www/papers/CyberBalkans.pdf","","289","289","274","9 - Collective Action, Civic Engagement, and the Knowledge Commons","web.mit.edu","article / report / publication","I still think the best theoretical account of “cyberbalkanization” is Marshall van Alstyne and Erik Brynjolfsson, “Electronic Communities: Global Village or Cyberbalkans? (1997; see web.mit.edu/marshall/www/papers/CyberBalkans .pdf). They predict that the Internet will help people who are so inclined to increase the range and diversity of their information and contacts. They also predict that the Internet will allow people to “filter” out unwelcome ideas or","3"
"URL-OCC-0390","www.pewinternet.org","www.pewinternet.org","","289","289","274","9 - Collective Action, Civic Engagement, and the Knowledge Commons","Pew Internet & American Life Project","project / organization homepage","demic Press, 1998), 43–57. 55. Pew Internet and American Life Project, Online Communities Survey (2001), available from www.pewinternet.org. 56. Boyte is a former field secretary in the civil rights movement, a University of Minnesota professor, and codirector of the University's Center for Democracy","25"
"URL-OCC-0391","www.civicyouth.org","www.civicyouth.org","","290","290","275","9 - Collective Action, Civic Engagement, and the Knowledge Commons","www.civicyouth.org","web resource","61. Molly Andolina, Scott Keeter, Cliff Zukin, and Krista Jenkins, Civic and Political Health of the Nation: A Generational Portrait, available from CIRCLE at www.civicyouth.org. 62. Dean Mohs, Celebrating and Encouraging Community Involvement of Older Minnesotans: A Snapshot of Current Minnesota Baby Boomers and Older","3"
"URL-OCC-0392","Sourceforge.net","Sourceforge.net","","293","293","278","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","sourceforge.net","software / technical infrastructure","a form of intellectual property. The innovation I am referring to is the emergence over the last twenty years of FOSS as a form of “software commons.” One popular FOSS website, Sourceforge.net, hosts over 200,000 such projects (Sourceforge.net 2006). While there are or will be many failures in this collaborative domain, there are some major success","33"
"URL-OCC-0393","Sourceforge.net","Sourceforge.net","","293","293","278","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","sourceforge.net","software / technical infrastructure","emergence over the last twenty years of FOSS as a form of “software commons.” One popular FOSS website, Sourceforge.net, hosts over 200,000 such projects (Sourceforge.net 2006). While there are or will be many failures in this collaborative domain, there are some major success stories (measured in terms of growth in software use or “market share”),","34"
"URL-OCC-0394","http://www.gnu.org/philosophy/free-sw.html","http://www.gnu.org/philosophy/free-sw.html","","296","296","281","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.gnu.org","software / technical infrastructure","modify the software in any way they might desire. The emphasis here is on free as in freedom rather than free in the monetized sense (http://www.gnu.org/philosophy/free-sw.html). This philosophy led Stallman to consider how he could ensure that these freedoms could be intertwined, in a sense, with the software. His major advance was to","27"
"URL-OCC-0395","http://www.gnu.org/licenses/licenses.html","http://www.gnu.org/licenses/licenses.html","","297","297","282","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.gnu.org","license / intellectual-property resource","the licensing principles of its “parent” software. Stallman implemented these Copyleft principles by creating the “GNU General Public License” (GPL; http://www.gnu.org/licenses/licenses.html), and to promote these freedom ideals, Stallman created the “Free Software Foundation” or FSF (http://www.gnu.org/).","19"
"URL-OCC-0396","http://www.gnu.org/","http://www.gnu.org/","","297","297","282","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.gnu.org","license / intellectual-property resource","(GPL; http://www.gnu.org/licenses/licenses.html), and to promote these freedom ideals, Stallman created the “Free Software Foundation” or FSF (http://www.gnu.org/). Over time a social movement around these principles of software freedom emerged, and other programmers joined in. The ideas were","21"
"URL-OCC-0397","http://www.opensource.org","http://www.opensource.org","","297","297","282","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.opensource.org","initiative / declaration / policy","The open-source software movement was led in part by software developers Bruce Perens and Eric Raymond, who created the Open Source Initiative (OSI, http://www.opensource.org) and worked to develop an “Open Source Definition” (OSD)—a set of rules that can be 282","38"
"URL-OCC-0398","http://http://www.opensource.org/licenses/","http://www.opensource.org/licenses/","","298","298","283","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.opensource.org","license / intellectual-property resource","extending the FOSS idea to scientific commons later.) Stallman's GPL can be considered the “parent” of over fifty Open Software Initiative–approved licenses (Perens 1999; http://http://www .opensource.org/licenses/), which all satisfy the general conditions of open-source software but have variations in the rights provided to soft- ware users. These variations demonstrate that software authors have a","13"
"URL-OCC-0399","http://www.gnu.org/licenses/license-list.html","http://www.gnu.org/licenses/license-list.html","","298","298","283","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.gnu.org","license / intellectual-property resource","is that authors of software have a set of rights that they can retain or give away (for comparisons of various FOSS licenses, see Perens 1999 or http://www.gnu.org/licenses/license-list.html). The Copyleft licensing innovations are “rules-in-use” (figure 3.2) that contribute to the motivation of computer programmers to take action in","23"
"URL-OCC-0400","www.sourceforge.net","www.sourceforge.net","","302","302","287","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.sourceforge.net","software / technical infrastructure","and Cornford 2003). In FOSS projects, group collaboration is supported through web-based communication and version-control systems. For example, the FOSS project-management website www.sourceforge.net provides group communication functions and software version-control systems based on the “Concurrent Versioning System” or CVS (Fogel","11"
"URL-OCC-0401","http://www.fsf.org/copyleft/fdl.html","http://www.fsf.org/copyleft/fdl.html","","306","306","291","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.fsf.org","license / intellectual-property resource","needed to apply to software, but also to accompanying user guides, tech- nical documentation, and so on. In this context, he developed the GNU Free Documentation License or GFDL (http://www.fsf.org/copyleft/ fdl.html), which governs the use, modification, and distribution of GNU software documentation. The GFDL specifies the sections of the document that must remain unmodified from version to version","19"
"URL-OCC-0402","CreativeCommons.org","CreativeCommons.org","","306","306","291","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","But around the year 2001, a new set of licenses following similar prin- ciples was developed by people associated with the nonprofit organiza- tion CreativeCommons.org that can be applied to works of music, art, video, text, and educational lesson plans (CreativeCommons.org 2004a). These licenses allow the author of a work to keep the copyright but still","28"
"URL-OCC-0403","CreativeCommons.org","CreativeCommons.org","","306","306","291","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","ciples was developed by people associated with the nonprofit organiza- tion CreativeCommons.org that can be applied to works of music, art, video, text, and educational lesson plans (CreativeCommons.org 2004a). These licenses allow the author of a work to keep the copyright but still allow others to copy and distribute their work as long as credit is given","29"
"URL-OCC-0404","CreativeCommons.org","CreativeCommons.org","","306","306","291","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","These licenses allow the author of a work to keep the copyright but still allow others to copy and distribute their work as long as credit is given to the original author (CreativeCommons.org 2004b). Creative Commons provides a series of questions to allow authors to choose between particular rights they wish to retain versus rights they would","32"
"URL-OCC-0405","Science.CreativeCommons.org","Science.CreativeCommons.org","","307","307","292","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","(2) developing standard licensing models to facilitate wider access to sci- entific information, and (3) exploring ways to increase the sharing of sci- entific data (Science.CreativeCommons.org 2005). While it is too early to make definitive statements about the connection between the Science Commons effort and the ideas proposed here, clearly their efforts in all","13"
"URL-OCC-0406","http://campus.esri.com","http://campus.esri.com","","316","316","301","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","campus.esri.com","software / technical infrastructure","example, some proprietary software companies are offering online distance-learning programs (e.g., in the context of geographic informa- tion systems, see http://campus.esri.com) to earn additional revenue and promote the use of their software. Could similar distance-learning serv- ices be established to provide registration-based courses on the particu-","16"
"URL-OCC-0407","opensourcecms.com","opensourcecms.com","","316","316","301","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","opensourcecms.com","repository / archive / digital library","access are emerging. A sizable number of FOSS packages are available (e.g., wiki's, Drupal, DSpace, and other content-management systems; see opensourcecms.com) with some of the needed functionality to sup- port open-content collaboration, which may reduce some of the software-development costs. Professional societies, foundations, or gov-","35"
"URL-OCC-0408","CreativeCommons.org","CreativeCommons.org","","317","317","302","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","Awareness is growing that the FOSS collaborative paradigm is not limited to software (e.g., Bollier 1999; Schweik and Grove 2000; Stallman 2001; CreativeCommons.org 2004a; Schweik and Semenov 2003; Weber 2004) and that it can potentially be applied in any domain that requires a team of thinkers to tackle a problem. The licensing","29"
"URL-OCC-0409","CreativeCommons.org","CreativeCommons.org","","317","317","302","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","2003; Weber 2004) and that it can potentially be applied in any domain that requires a team of thinkers to tackle a problem. The licensing advances made by the people at CreativeCommons.org are important components of this idea. However, extending the FOSS paradigm to sci- entific commons requires not only attention to these licensing innova-","32"
"URL-OCC-0410","http:www.lulc.org/bcworkshop_2003/os_lulc_workshop_report_2003.pdf","http://www.lulc.org/bcworkshop_2003/os_lulc_workshop_report_2003.pdf","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.lulc.org","article / report / publication","models (see http:www.lulc.org/ bcworkshop_2003/os_lulc_workshop_report_2003.pdf) sponsored by the NSF Biocomplexity Program (grant NSFSBR 0083744). However, the recommenda- tions and opinions expressed are mine and do not necessarily reflect the views","31"
"URL-OCC-0411","http://pkp.ubc.ca/ojs/other_OJS.html","http://pkp.ubc.ca/ojs/other_OJS.html","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","pkp.ubc.ca","article / report / publication","of the funding agencies. 1. For example, as noted on the Public Knowledge Project's website (http://pkp.ubc.ca/ojs/other_OJS.html), various kinds of open-source e-journal management software are available, such as the “Open Journal Systems” (http://www.pkp.ubc.ca/ojs/), the “Article System” (http://artsys.sourceforge","37"
"URL-OCC-0412","http://www.pkp.ubc.ca/ojs/","http://www.pkp.ubc.ca/ojs/","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.pkp.ubc.ca","article / report / publication","(http://pkp.ubc.ca/ojs/other_OJS.html), various kinds of open-source e-journal management software are available, such as the “Open Journal Systems” (http://www.pkp.ubc.ca/ojs/), the “Article System” (http://artsys.sourceforge .net/), and efirst XML (http://www.openly.com/efirst/). There are also other open- source tools, such as Zope for developing general content-management systems","39"
"URL-OCC-0413","http://artsys.sourceforge.net/","http://artsys.sourceforge.net/","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","artsys.sourceforge.net","article / report / publication","(http://pkp.ubc.ca/ojs/other_OJS.html), various kinds of open-source e-journal management software are available, such as the “Open Journal Systems” (http://www.pkp.ubc.ca/ojs/), the “Article System” (http://artsys.sourceforge .net/), and efirst XML (http://www.openly.com/efirst/). There are also other open- source tools, such as Zope for developing general content-management systems and Internet portals (http://zope.org).","39"
"URL-OCC-0414","http://www.openly.com/efirst/","http://www.openly.com/efirst/","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.openly.com","article / report / publication","management software are available, such as the “Open Journal Systems” (http://www.pkp.ubc.ca/ojs/), the “Article System” (http://artsys.sourceforge .net/), and efirst XML (http://www.openly.com/efirst/). There are also other open- source tools, such as Zope for developing general content-management systems and Internet portals (http://zope.org).","40"
"URL-OCC-0415","http://zope.org","http://zope.org","","318","318","303","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","zope.org","project / organization homepage",".net/), and efirst XML (http://www.openly.com/efirst/). There are also other open- source tools, such as Zope for developing general content-management systems and Internet portals (http://zope.org). 2. However, it remains an open question as to when such funding is absolutely needed for a project to survive versus when a FOSS project can exist solely","42"
"URL-OCC-0416","http://www.fs.fed.us/ne/newtown_square/publications/technical_reports/pdfs/2002/gtrne297.pdf","http://www.fs.fed.us/ne/newtown_square/publications/technical_reports/pdfs/2002/gtrne297.pdf","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.fs.fed.us","article / report / publication","Research Station. http://www.fs.fed.us/ne/newtown_square/publications/ technical_reports/pdfs/2002/gtrne297.pdf. Benkler, Y. 2002. “Coase's Penguin, or Linux and the Nature of the Firm.” Yale Law Journal 112(3):369–446.","13"
"URL-OCC-0417","http://firstmonday.org/issues/issue4_12/bezroukov/","http://firstmonday.org/issues/issue4_12/bezroukov/","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","First Monday","article / report / publication","Law Journal 112(3):369–446. Bezroukov, N. 1999. “A Second Look at the Cathedral and the Bazaar.” First Monday 4(12). http://firstmonday.org/issues/issue4_12/bezroukov/. Bollier, D. 1999. “The Power of Openness: Why Citizens, Education, Govern- ment, and Business Should Care about the Coming Revolution in Open Source","18"
"URL-OCC-0418","http://h2oproject.law.harvard.edu/opencode/h2o/","http://h2oproject.law.harvard.edu/opencode/h2o/","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","h2oproject.law.harvard.edu","initiative / declaration / policy","Bollier, D. 1999. “The Power of Openness: Why Citizens, Education, Govern- ment, and Business Should Care about the Coming Revolution in Open Source Code Software.” http://h2oproject.law.harvard.edu/opencode/h2o/. Bonaccorsi, A., and C. Rossi. 2003. “Why Open Source Software Can Succeed.” Research Policy 32(7):1243–1258.","21"
"URL-OCC-0419","http://www.rri.wvu.edu/WebBook/Briassoulis/contents.htm","http://www.rri.wvu.edu/WebBook/Briassoulis/contents.htm","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.rri.wvu.edu","project / organization homepage","Briassoulis, H. 2000. Analysis of Land Use Change: Theoretical and Modeling Approaches. The Web Book of Regional Science. Morgantown, WV: Regional Research Institute, West Virginia University. http://www.rri.wvu.edu/WebBook/ Briassoulis/contents.htm. Capiluppi, A., P. Lago, and M. Morisio. 2003. “Evidences in the Evolution of OS Projects through Changelog Analyses.” In J. Feller, B. Fitzgerald, S. Hissam,","28"
"URL-OCC-0420","http://opensource.ucc.ie/icse2003","http://opensource.ucc.ie/icse2003","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","opensource.ucc.ie","license / intellectual-property resource","OS Projects through Changelog Analyses.” In J. Feller, B. Fitzgerald, S. Hissam, and K. Lakhani, eds., Taking Stock of the Bazaar: Proceedings of the 3rd Annual Workshop on Open Source Software Engineering. http://opensource.ucc.ie/ icse2003. CreativeCommons.org. 2004a. http://creativecommons.org. CreativeCommons.org.","33"
"URL-OCC-0421","CreativeCommons.org","CreativeCommons.org","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","Workshop on Open Source Software Engineering. http://opensource.ucc.ie/ icse2003. CreativeCommons.org. 2004a. http://creativecommons.org. CreativeCommons.org. 2004b.","35"
"URL-OCC-0422","http://creativecommons.org","http://creativecommons.org","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","Workshop on Open Source Software Engineering. http://opensource.ucc.ie/ icse2003. CreativeCommons.org. 2004a. http://creativecommons.org. CreativeCommons.org. 2004b.","35"
"URL-OCC-0423","CreativeCommons.org","CreativeCommons.org","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","icse2003. CreativeCommons.org. 2004a. http://creativecommons.org. CreativeCommons.org. 2004b. “Creative","36"
"URL-OCC-0424","http://creativecommons.org/licenses","http://creativecommons.org/licenses","","319","319","304","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","Creative Commons","license / intellectual-property resource","Commons Licenses” http:// creativecommons.org/licenses. Crowston, K., H. Annabi, and J. Howison. 2003. “Defining Open Source Project Success.” In Proceedings of the 24th International Conference on Information","41"
"URL-OCC-0425","http://opensource.ucc.ie/icse2003","http://opensource.ucc.ie/icse2003","","320","320","305","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","opensource.ucc.ie","conference / workshop / event","Processes: No Place for Politics?” In J. Feller, B. Fitzgerald, S. Hissam, and K. Lakhani, eds., Taking Stock of the Bazaar: Proceedings of the 3rd Annual Workshop on Open Source Software Engineering. http://opensource.ucc.ie/ icse2003. Esanu, J., and P. Uhlir, eds. 2004. Proceedings of the International Symposium on Open Access and the Public Domain in Digital Data and Information for","14"
"URL-OCC-0426","http://www.fsf.org/copyleft/gpl.html","http://www.fsf.org/copyleft/gpl.html","","320","320","305","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.fsf.org","license / intellectual-property resource","Object Oriented Programming Systems and Languages, Anaheim, California, October 26–30. Free Software Foundation. 2004. “GNU General Public License” http://www .fsf.org/copyleft/gpl.html. Geist, H. J., and E. F. Lambin. 2002. “Proximate Causes and Underlying Driving Forces of Tropical Deforestation.” BioScience 52(2):143–150.","29"
"URL-OCC-0427","http://www.firstmonday.org/issues/issue3_3/ghosh/","http://www.firstmonday.org/issues/issue3_3/ghosh/","","320","320","305","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","First Monday","article / report / publication","Forces of Tropical Deforestation.” BioScience 52(2):143–150. Ghosh, R. A. 2003. “Cooking Pot Markets: An Economic Model for the Trade of Free Goods and Services on the Internet.” First Monday 3(3). http://www .firstmonday.org/issues/issue3_3/ghosh/. Ghosh, R. A., and V. V. Prakash. 2000. “The Orbiten Free Software Survey.” First Monday 5(7). http://firstmonday.org/issues/issue5_7/ghosh/.","34"
"URL-OCC-0428","http://firstmonday.org/issues/issue5_7/ghosh/","http://firstmonday.org/issues/issue5_7/ghosh/","","320","320","305","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","First Monday","article / report / publication",".firstmonday.org/issues/issue3_3/ghosh/. Ghosh, R. A., and V. V. Prakash. 2000. “The Orbiten Free Software Survey.” First Monday 5(7). http://firstmonday.org/issues/issue5_7/ghosh/. Ghosh, R. A., G. Robles, and R. Glott. 2002. Free/Libre and Open Source Software: Survey and Study. Technical report. University of Maastricht, The","37"
"URL-OCC-0429","http://www.infonomics.nl/FLOSS/report/index.htm","http://www.infonomics.nl/FLOSS/report/index.htm","","320","320","305","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","www.infonomics.nl","article / report / publication","Infonomics, June. http://www .infonomics.nl/FLOSS/report/index.htm. Goldman, R., and R. P. Gabriel. 2005. Innovation Happens Elsewhere: Open Source as a Business Strategy. Amsterdam: Elsevier.","46"
"URL-OCC-0430","http://opensource.ucc.ie/icse2002/HannRobertsSlaughterFielding","http://opensource.ucc.ie/icse2002/HannRobertsSlaughterFielding","","321","321","306","10 - Free/Open-Source Software as a Framework for Establishing Commons in Science","opensource.ucc.ie","article / report / publication","Contribute to Open Source Projects? First Evidence of Economic Incentives.” Paper presented at the 2nd Workshop on Open Source Software Engineering (ICSE 2002). http://opensource.ucc.ie/icse2002/HannRobertsSlaughterFielding. pdf. Hardin, G. 1968. “The Tragedy of the Commons.” Science 162:1243–1248.","10"
